osmanlica,transkripsiyon
اشك,Eşek
اشك اطه لرى,Eşek Adaları
اشكند,İşkinid
اشكيره,İşkire
اشمه,Eşme
اشمه مع اناى,Eşme maa İnay
اشمه مع سلندى و انار و سركه,Eşme maa Selendi ve Enar (İnay) ve Sirge
اشمونين,Aşmunin
اشمونين مع دلجا,Aşmunin maa Delca
اشن,Eşen
اشودى,Aşudi
اشيم,İşim
اشپات,İşpat
اشپاط,İşpat
اشپوزى,İşpuzi
اصفاقس,İsfaks
اصفقس مع كركنه,İsfaks maa Kerekene
اصفَقسْ مع كركنه,İsfaks maa Kerkene
اصلا حيه,Islahiye
اصلاحيه,Islahiye
اصمه,Asma
اصنو ايلى,Asnuili
اصوپوز,Asopoz
اصپرو سپتى,Aspirospiti
اصپروپوتام,Aspiropotam
اصپرپوتام,Aspiropotam
اضلادى,İzladi
اطاق,Atak
اطاله,Adala
اطاله مع منده حوريه,Adala maa Mendehorya
اطانه,Adana
اطراف شهر,Etraf-ı Şehir
اطراف شهري مدلّلى,Etraf-ı Şehr-i Midilli
اطرافشهر,Etraf-ı Şehir
اطرانوس مع ناحيۀ جبل جديد,Atranos maa Nahiye-i Cebel-i Cedid
اطرنوس مع خرمنجق,Atranos maa Harmancık
اطرنوس مع خرمنجك,Atranos maa Harmancık
اطفهيه,Atfihiye
اطفيهيه,Atfihiye
اطله,Adala
اطمانلو,Atmanlı
اطملو,Atmalı
اطمه لو,Atmalı
اطنه,Adana
اطه,Ada
اطه بازارى,Adapazarı
اطه بازارى مع صبانجه,Adapazarı maa Sapanca (Sabanca)
اطه بورنكى,Adaburnuki (?)
اطه قلعه,Adakale
اطه قلعه سى,Adakalesi
اطه لر,Adalar
اطه هاء ملحقه,Adaha-i Mülhaka
اطه ويرن,Adaviran
اطه پازارى,Adapazarı
اطه پازارى مع صپانجه,Adapazarı maa Sapanca
اطۀ كبير,Ada-i Kebir
اعراز,Azaz
اعراز تركمن,Azaz-ı Türkmen
اعراز فلاح,Azaz-ı Fellah
اعزاز,Azaz
اعزاز و كليس,Azaz ve Kilis
اعظميه,Azamiye
اعيوج,Uayvic
اغاتونيس,Ağatonis
اغاتونيسى,Ağatonis
اغاجرى,Ağaçeri
اغاجري,Ağaçeri
اغاجلى,Ağaçlı
اغادوه,Ağadeve
اغاكس,Ağakis
اغاكيس,Ağakis
اغاچ اغيل,Ağaçağıl
اغاچلى,Ağaçlı
اغجه,Ağca
اغجه بدي,Ağcabedi
اغجه قلعه,Ağcakale
اغجه لر,Ağcalar
اغرافه,Ağrafa
اغرجان,Ağrıcan
اغردس,Ağrıdos
اغردوس,Ağrıdos
اغرفه,Ağrafa
اغرلوسا,Ağralosa
اغروب,Ağrub
اغروس,Ağros
اغروس مع كچيبورلى,Ağros maa Keçiborlu
اغريجان,Ağrıcan
اغريك,Ugarik
اغريلوس,Ağrilos
اغرييا,Ağriya
اغستوس,Ağustos
اغلاسون مع انجير بازارى,Ağlasun maa İncirpazarı
اغلسون مع انجير بازرارى,Ağlasun maa İncirpazarı
اغلى,Ağlı
اغنصوص,Ağunsos
اغوانس,Ağvanis
اغوانيس,Ağvanis
اغوستوس,Ağustos
اغوللى,Ağullu
اغونصوص,Ağunsos
اغوه,Ağva
اغويران,Ağviran
اغين,Ağın
افاميه,Efamiye
افتانا اطه جقلرى,Eftana Adacıkları
افتنى,Efteni
افتني,Efteni
افرازفنارس,İfraz-ı Fenaris
افريقا,Afrika
افريقاى عثمانى,Afrika-yı Osmani
افسوس,Efsus
افشار,Afşar
افشار عشيرتى,Afşar Aşireti
افلاتار,Aflatar
افلاطار,Aflatar
افلاق,Eflak
افلاق بزرك,Eflak-ı Büzürk
افلاقان,Eflakan
افلاقان موصتار,Eflakan-ı Mostar
افلاقان ولق ايلى,Eflakan-ı Vılkili
افلاقلر,Eflaklar
افلاك كوچك,Eflak-ı Küçük
افلانى بورلى,Eflani-i Borlu
افلانى طاطاى,Eflani-i Daday
افلَاقْ,Eflak
افيون قره حصارى,Afyonkarahisarı
اق اباد,Akabad
اق بولاق,Akbulak
اق جاى,Akçay
اق حصار دره سى,Akhisarderesi
اق حصار صاروخان,Akhisar-ı Saruhan
اق ساز,Aksaz
اق سكر,Aksenir
اق سكى,Akseki
اق سكي,Akseki
اق شهر,Akşehir
اق شهراباد,Akşehirabad
اق صچلي عشيرتي,Aksaçlı Aşireti
اق قادينلر,Akkadınlar
اق قيا,Akkaya
اق كرمان,Akkirman
اق كرمن,Akkirman
اق كپرى,Akköprü
اق كچلو,Akkeçili
اق ليمان,Akliman
اق مسجد,Akmescid
اق ويران,Akviran
اق يازى,Akyazı
اق يازى مع خندق,Akyazı maa Hendek
اق يورك,Akyörük
اق يورك مع حاجى حمزه,Akyörük maa Hacıhamza
اقتار,Iktar
اقجه اباد,Akçaabad
اقجه حصار,Akçahisar
اقجه شهر ايدين,Akçaşehir-i Aydın
اقجه طاغ,Akçadağ
اقجه قزانلق,Akçakızanlık
اقجه قلعه,Akçakale
اقجه مسجد,Akçamescid
اقحصار صاروخان,Akhisar-ı Saruhan
اقرجه,Akarca
اقروطور,Akrotor
اقسراى,Aksaray
اقسراى مع ايوب ايلى,Aksaray maa Eyübili
اقسراي,Aksaray
اقسكى,Akseki
اقسكي,Akseki
اقشهر,Akşehir
اقشهر اباد,Akşehirabad
اقشهراباد,Akşehirabad
اقصاز,Aksaz
اقصالور,Aksalur
اقكرمان,Akkirman
اقكرمن,Akkirman
اقكره,Akkere
اقكوى,Akköy
اقليم التفاح,İklimüttüffah
اقليم الدّاراني,İklimüddarani
اقليم الزبيب,İklimüzzebib
اقليم الزّبِيب,İklimüzzebib
اقليم تفاح,İklimüttüffah (İklim-i Tüffah)
اقليم خرنوب,İklim-i Harnub
اقليم سودان,İklim-i Sudan
اقليم شومر مع شقيف,Şumer (İklim-i Şumer) maa Şakif
اقمسجد,Akmescid
اقنجيان نيكبولى و سلستره,Akıncıyan-ı Niğbolu ve Silistre
اقوه,Akova
اقوه مع بهور,Akova maa Bihor
اقوه مع قمران,Akova maa Komaran
اقيازى,Akyazı
اقچان,Akçan
اقچاى,Akçay
اقچه,Akça
اقچه آباد,Akçaabad
اقچه اباد,Akçaabad
اقچه اباد مع پولادخانه,Akçaabad maa Poladhane
اقچه اباد مع پولاط[خا]نه,Akçaabad maa Polat[ha]ne
اقچه بيكلى,Akçabeyli
اقچه حصار,Akçahisar
اقچه شهر,Akçaşehir
اقچه شهر مع اسكي ايل,Akçaşehir maa Eskiil
اقچه طاغ,Akçadağ
اقچه قزانلق,Akçakızanlık
اقچه قلعه,Akçakale
اقچه كراز,Akçakiraz
اقچه كليسا,Akçakilise
اقچه كليسا مع قارلوه,Akçakilise maa Karlova
اكباز,Ekbaz
اكدر,İğdir
اكدير,İğdir
اكدير مع قارديج,İğdir maa Kardiç
اكراد,Ekrad
اكراد لك,Ekrad-ı Lek
اكرتو,Ekretu (?)
اكرجلى,Eğercili
اكردر,Eğirdir
اكردير,Eğirdir
اكردير مع جزيرۀ نيس,Eğirdir maa Cezire-i Nis
اكرك,Ekrek
اكرنه,Ekrene
اكروار,Eğrivar
اكرى,Eğri
اكرى اوغلى,Eğrioğlu
اكرى بجاق,Eğribucak
اكرى بوجاق,Eğribucak
اكرى بوجق,Eğribucak
اكرى دره,Eğridere
اكرى طاغ,Eğridağ
اكرى كوز,Eğrigöz
اكرى كوز مع امد,Eğrigöz maa Emed
اكرى كوز مع قصبۀ امد,Eğrigöz maa Kasaba-i Emed
اكرى پلانقه,Eğripalanka
اكريكوز,Eğrigöz
اكريلر,Eğriler
اكريوار,Eğrivar
اكسانوس,Eksanos
اكسرموره,İkseromora
اكل,Eğil
اكنجك,Ekincik
اكنه,Eğine
اكهازش بل,Eğihazeşbel
اكو,Aku
اكيردر,Eğirdir
اكيردير,Eğirdir
اكيل,Eğil
اكين,Eğin
اكين مع پشادى,Eğin maa Puşadı
اكينه,Eğine
الآجه حصار,Alacahisar
الآن,Alan
الا جام,Alaçam
الا جه خان,Alacahan
الا حتيان,Alahtiyan
الا ختيان,Alahtiyan
الا طاغ,Aladağ
الا كليسا,Alakilise
الا كوى,Alaköy
الا چام,Alaçam
الااغج,Alaağaç
الاتا,Alata
الاتااطه سى,Alata
الاتو,Alato
الاجه,Alaca
الاجه حاجى,Alacahacı
الاجه حصار,Alacahisar
الاجه حصَار,Alacahisar
الاجه خان,Alacahan
الاجَه حصار,Alacahisar
الاحناس,Alahnas
الاحونيه,Alahonya
الاخونيه,Alahonya
الاره,Alara
الازبرج,el-Uzeyric
الازبريج,el-Uzeyric
الازمرج,el-Uzeyric
الازيرج,el-Uzeyric
الازيريج,el-Uzeyric
الاش و قيى,Ulaş ve Kıyı
الاشهر,Alaşehir
الاصونيه,Alasonya
الاطه,Alata
الافو نيزى,Elafonizi
الافونيزى,Elafonizi
الاكوز,Alagöz
الامان,Alaman
الان,Alan
الانسه,Alansa
الاچام,Alaçam
الباق,Albak
البجه,Elebce
البستان مع افسوس,Elbistan maa Efsus
البصان,İlbasan
البق,Albak
البقيعه,el-Bukaya
البوثر,el-Buser
البوع,el-Bu
الت كندى,Altkendi
التون اوزى,Altınözü
التون ايلى,Altınili
التون طاش,Altıntaş
التون قلعه,Altınkale
التى كسه ك,Altıkesek
الجارم,el-Carim
الجريف,el-Cerif
الجقلر,Alçaklar
الجى,Alcı
الحله,el-Hille
الحوار و دوحة,el-Havar ve Davha
الدريكيش,ed-Duraykiş
السو ااندريك,Also Endrik
الشبوك,eş-Şubuk
الشكرد,Eleşkird
الضهاير,ez-Zahayir
الظفير,Ez-Zafir
العبشيره,el-Abşire
العماير,el-Amayir
العين,el-Ayn
الغشا,el-Gaşa
الفتار,Eleftar
الفزايه,el-Fezaye
الفزيه,el-Fezaye
القائره,el-Kaid (el-Kaira)
القاعد,el-Kaid
القصر ام الامير,el-Kasru Ümmilemir
القصر شمير,el-Kasru Şemir
الكساندرو,Aleksandro
الكى,İleki
الماجق,Elmacık
الماش,Almaş
المالو و پير عزيز,Elmalı ve Piraziz
المالى دره,Elmalıdere
المبوس,Olimpos
المدين,Elmedin
المناظ,el-Minaz
الموص,Almus
النحوه,en-Nahve
الند,Aland
اله شهر,Alaşehir
اله چام,Alaçam
الوان چلبى,Elvançelebi
الوانلو,Elvanlı
الوانلى,Elvanlı
الوجارا و ثووزى,Alucra (Alucara) ve Süvizi
الوجارا و قواتا و كواسه,Alucra (Alucara) ve Kovata ve Kevasa
الوجره,Alucra
الوجلى,Aluçlu
الوجه,el-Vech
الوسس,Eloses
الويۀ ثلثه,Elviye-i Selase
الى اشتر,Elieşter
الياطلو,İlyatlu (?)
اليجق,Alıcık
اليجۀ برغمه,Ilıca-i Bergama
اليجۀ كوستنديل,Ilıca-i Köstendil
اليصره,İlisıra
اليكه,Elige
اليمرتاريا,Alimertarya
اليميا,Alimiya
اليميه اطه سى,İlimye
الپوللى,Alpullu
الچاقلر,Alçaklar
ام ادريس,Ümm-i İdris
ام البعرور,Ümmülbarur
ام الحشب,Ümmülhaşeb
ام الحطب,Ümmülhatab
ام الحمايل,Ümmülhamayil
ام الذيبان,Ümmüzziban
ام الرماح,Ümmürrimah
ام الطرحان,Ümmüttarhan
ام الكره,Ümmülküre
ام المرادم,Ümmülmeradim
ام المراديم,Ümmülmeradim
ام النخيلة,Ümm-i Nahile
ام الواشى,Ümmülvaşi (?)
ام رحا,Ümm-i Raha
ام سحار,Ümm-i Sihar
ام سمارى,Ümm-i Simari
ام على,Ümm-i Ali
ام غازى,Ümm-i Gazi
ام كولان (؟),Ümmülkevlan (?)
ام نحسان,Ümm-i Nahsan
اماد,Amad
امارى,Amari
اماسرى,Amasra
اماسيه مع كلدكلان,Amasya maa Geldiklan
اماسيه و كلدكلان,Amasya ve Geldiklan
اماصره,Amasra
اماصرى,Amasra
اماليپوليس,Emalipolis
امام دور,İmamdevr
امانيه,İmanya
امراكى,Amraki
امرالى,İmralı
امرلر,Emirler
امرود آباد,Emrudabad
امرود اباد,Emrudabad
امروز,İmroz
امريقا,Amerika
امريقاى جنوبى,Amerika-yı Cenubi
امريقاى شمالى,Amerika-yı Şimali
امساكيه,İmsakiye
امصرى,Amasra
املاحور,İmlahor
املاك,Emlak
املج,Ümmülec
امور فقه,Umurfakih
امور فقيه,Umurfakih
اموربك,Umurbey
امورغو پولو,Amorgopulo
امورغوس,Amorgos
امورفو,Omorfo
اموريك,Umurik
اموك,Amuk
امول,Omol
امير,Emir
امير سعيد,Emirsaid
امير طاغى,Emirdağı
اميرلر,Emirler
امينه بالقانى,Emine Balkanı
اميون,Amyon
امّ الفيارين,Ümmülfeyyarin
انابولى,Anabolu
اناطولى,Anadolu
اناطولي,Anadolu
اناطُولي,Anadolu
انافى,Anafi
انامور,Anamur
انامور مع ناحيۀ زينه,Anamur maa Nahiye-i Zeyne
انانيس,Ananis
اناوارين,Anavarin
اناوارين جديد بيرون,Anavarin-i Cedid-i Birun
اناوارين عتيق,Anavarin-i Atik
اناوارين عتيق وجديد,Anavarin-i Atik ve Cedid
اناورزه,Anavarza
اناى,İnay
اناي,İnay
انبارجى,Anbarcı
انتروويتا,Antirovita
انتى پاروس,Antiparos
انجر,İncir
انجر پازارى,İncirpazarı
انجرلو,İncirli
انجرلى,İncirli
انجه جك,İncecik
انجه رود,İncerud
انجورلو,İncirli
انجوكز,İncüğez
انجير,İncir
انجير بازارى,İncirpazarı
انجير پازارى,İncirpazarı
انجيرلو,İncirli
انجيرلى,İncirli
اند باره,Andibare
اندال,Andal
اندرن,Andırın
اندره,Andre
اندروسه,Andrusa
اندرون بار,Enderun-ı Bar
اندرون يازلوفچه,Enderun-ı Yazlofça
اندرياس,Endiryas
اندرين,Andırın
اندماهيه,Andomahya
اندو ماخيه,Andomahya
اندورنك,İndronik
اندوغى,Anduğu
اندوغى و شجاع الدين,Anduğu ve Ulukışla (Şücaeddin)
اندوماهيه,Andomahya
اندى باره,Andibare
انس,Anis
انطاخ,Antah
انطاكيه,Antakya
انطاليه,Antalya
انفه,Enfe
انقره,Ankara
انقره مع نواحى,Ankara maa Nevahi
انقره مع يوزده جيان قوچحصار,Ankara maa Yüzdeciyan-ı Koçhisar
انقره و قصبه,Ankara ve Kasaba
انكرمان,İnkirman
انكلى قاصرى,Angelikasrı
انكلى قصرى,Angelikasrı
انكيسترى,Angistri
انماس,Anamas
انهم,Enhem
انيوار,Anyavar
انَاطُولى,Anadolu
انچتى,Ençiti
انچه,İnçe
انگليز ولايتي,İngiliz Vilayeti
اهتمان,İhtiman
اهدن,İhdin
اهلونه,İhlivne
اهليونه,İhlivne
اواجق,Ovacık
اواجق اسپر,Ovacık-ı İspir
اواجوق,Ovacık
اوانوس,Avanos
اوبا بازارى,Obapazarı
اوبروجه,Obrovçe
اوبروجۀ جديد و عتيق,Obrovçe-i Cedid ve Atik
اوبروجۀ عتيق وجديد,Obrovçe-i Atik ve Cedid
اوبروچه,Obrovçe
اوبه بازارى,Obapazarı
اوبودوواچ,Obudovaç
اوبورجان,Oborçan
اوبورچان,Oborçan
اوبياست,Obyast
اوبيست,Obyast
اوبچه,Obiçe
اوتلق,Otluk
اوتوقه,Otoka
اوتوين,Utvin
اوج اطه لر,Üç Adalar
اوج قرداشلر اطه لرى,Üçkardaşlar Adaları
اوجان,Ucan
اوجله,Evcile
اوجله و جالو,Evcile ve Calu
اوحتورم,Ohtorum
اوحرى,Ohri
اوحري,Ohri
اوحى,Ohi
اوخرى,Ohri
اوخري,Ohri
اوخريدا,Ohrida
اوخطاب,Ohtab
اوخى,Ohi
اودان,Avdan
اودم,Evdim
اوده مش,Ödemiş
اودوك,Ödük
اودوينه,Udvine
اوديم,Evdim
اودِيمْ,Evdim
اوذانيتس,Avzanitis
اور,Or
اورا كير,Üreğir
اوراجه,İvraca
اوراحوه,Orahova
اوراحويجه,Orahoviçe
اوراحويچه,Orahoviçe
اوراشيه,Oraşye
اوراق اوغلى,Orakoğlu
اوراكه,Urake
اورامار,Oramar
اوران,Oran
اوراندق,İvranduk
اوراهويچه,Orahoviçe
اورتا شهرى,Ortaşehri (?)
اورتا قيه (؟),Ortakaya (?)
اورتا كوى,Ortaköy
اورتاسيه,Ortasiye
اورتاقجى,Ortakçı
اورتاقلر,Ortaklar
اورته اوز,Ortaöz
اورته جه,Ortaca
اورته طاغ,Ortadağ
اورته قريه,Ortaköy (Ortakarye)
اورته قول,Ortakol
اورته قيا,Ortakaya
اورته كرش,Ortakerş
اورته كوى,Ortaköy
اورته نيابت,Ortaniyabet
اورته پاره,Ortapare
اورجغان كبير,Oruçgan-ı Kebir
اورحويجه,Orahoviçe
اورخانيه,Orhaniye
اوردباد,Ordubad
اوردو,Ordu
اوردوباد,Ordubad
اوردى,Ordu
اورش,Uruş
اورشه,Evreşe
اورفه,Ruha (Urfa)
اورفه مع نواحى,Urfa maa Nevahi
اوركان,Organ (?)
اوركوب,Ürgüb
اوركوپ,Ürgüp
اورلاوسقه,Orlaviska
اورلاوه,Orlava
اورمان دوسكى جلوى عليا و سفلا,"Oramar (Orman), Doski, Cilo-yı Ulya ve Süfla"
اورمانلق قائممقاملغى,Ormanlık Kaymakamlığı
اورمانه,Ormana
اورن,Ören
اورن دره سى,Evrenderesi
اورندى,İvrindi
اوره شه,Evreşe
اوره و,Orav
اوروز,Oroz
اوروزلر,Uruzlar
اوروش,Oroş
اوروي,Orovi
اوروپاى عثمانى,Avrupa-yı Osmani
اورى,Evri
اوريه اونيس,Evriyeonis
اورچول,Orçul
اوز,Uz
اوز مساخور,Uzmesahor
اوزرايلى,Özerili
اوزره,Ozora
اوزرين,Ozrin
اوزملو,Üzümlü
اوزملى,Üzümlü
اوزمى,Üzümi
اوزنجه آباد خاصكوى,Uzuncaabad-ı Hasköy
اوزنجه اباد خاصكوى,Uzuncaabad-ı Hasköy
اوزوره,Ozora
اوزوملى,Üzümlü
اوزون,Uzun
اوزون اطه,Uzunada
اوزون كوبرى,Uzunköprü
اوزون كوپرى,Uzunköprü
اوزون كپرى,Uzunköprü
اوزونجه اباد خاصكوى,Uzuncaabad-ı Hasköy
اوزونجه اباد خاصكويى,Uzuncaabad-ı Hasköy
اوزونلى,Uzunlu
اوزى,Özi
اوزى صوى,Özi Suyu
اوزى قواغى,Özükavağı
اوزي,Özi
اوزي صويي,Özi Suyu
اوستاتيه,Ostatye
اوسترباليا,Ostropalya
اوسترغون,Estergon
اوسترمجه,Ustrumca
اوستروا,Ostrova
اوستروباليا,Ostropalya
اوستروغه,Ustruga
اوسترومجه,Ustrumca
اوستروه,Ostrova
اوسترووه,Ostrova
اوسترويجه,Ostroviçe
اوسترويچه,Ostroviçe
اوسترويچه مع وقف خسرو بك,Ostroviçe maa Vakf-ı Hüsrevbey
اوسترويچۀ جديد,Ostroviçe-i Cedid
اوسترويچۀ عتيق,Ostroviçe-i Atik
اوستروپاليا,Ostropalya
اوسترپاليا,Ostropalya
اوستودنه,Ustudana
اوستوده نيچه,Ustudaniçe
اوستون,Ostun (?)
اوستيقه,Ostika
اوسقوپيه,Uskupye
اوسك,Ösek
اوسكبى,Üskübi
اوسكنه,Üsküne
اوسكوب,Üsküb
اوسكودار,Üsküdar
اوسلان,Oslan
اوسيه چانى,Osyeçani
اوشربقه,Oşarobka
اوشناق,Oşnak
اوشنى,Uşni
اوشون,Oşun
اوشين سفلى,Avşin-i Süfla
اوصاد,Osad
اوصلان,Oslan
اوطاغ طره بلوس,Otağ-ı Trablus
اوطاو,Otav
اوغادى,Avgadı
اوغلاق,Oğlak
اوغنوط,Oğnut
اوغو,Avgo
اوغوز,Oğuz
اوف,Of
اوفاجقلى,Ufacıklı
اوفجقلى,Ufacıklı
اوفريس,Ofris
اوفه جقلى,Ufacıklı
اوفچه,Ofça
اوقاف,Evkaf
اوقام,Okam
اوقان,Ukan
اوقبانت,Okbanet
اوقتونيا,Oktonya
اوقسا,Oksa
اوقطونيا,Oktonya
اوقيانوس,Okyanus
اوقچى ايلى,Okçuili
اوكدم,Öğdem
اوكز,Üğüz
اوكسه,Ökse
اوكسون,Öksün
اوكمجه مع كوسه لى,Üğümce maa Köseli
اوكندره,Okendira
اوكوز,Üğüz
اوكوست,Ogüst
اولا,Ula
اولا پرت,Ulapert
