osmanlica,transkripsiyon
اسفنداباد,İsfendabad
اسفنيار,İsfinyar
اسفهان,Isfahan
اسقانبو,İskanbo
اسقانجه رو,İskancaro
اسقانديلى,İskandili
اسقانيا,Askaniya
اسقرا پار,Iskırapar
اسقرابار,Iskırapar
اسقرادين,Iskıradin
اسقراپار,Iskırapar
اسقره دين,Iskıradin
اسقره پار,Iskırapar
اسقريه,İskurya
اسقرپار,Iskırapar
اسقلا,Iskala
اسقلاونيه,Esklavonya
اسقنبو,İskanbo
اسقوبلۀ زير,Uskoble-i Zir
اسقوبيه,Uskupye
اسقوليه,İskoyla
اسقوينه,Uskupye (Uskovina)
اسقوپلوس,İskopelos
اسقوپيه,Uskupye
اسكئ بالا,Eski-i Bala
اسكاكوى (؟),İskakoy (?)
اسكجه,İskeçe
اسكدار,Üsküdar
اسكدار مع كوملجنه,Üsküdar maa Gümülcine
اسكدير,Eskidir
اسكره,Eskere
اسكفسر,İskefsir
اسكفسير,İskefsir
اسكفير و ميلاث و حبسمانه,İskefsir ve Milas ve Habsamana
اسكفيه,İskefiye
اسكلب,İskilib
اسكلب مع تحت الطريق,İskilib maa Tahtettarik
اسكلب مع تحت الطريق و قطر,İskilib maa Tahtettarik ve Katar
اسكلب مع نواحى و قطار,İskilib maa Nevahi ve Katar
اسكله,İskele
اسكلوح (؟),İskilib (İskiluh (?))
اسكليب,İskilib
اسكندربك,İskenderbey
اسكندرلى,İskenderli
اسكندروقف,İskendervakıf
اسكندرون,İskenderun
اسكندريه,İskenderiye
اسكندريّه,İskenderiye
اسكنوس,İskinos
اسكنيد,İskinid
اسكوب,Üsküb
اسكوب مع ناحيء قچانك,Üsküb maa Nahiye-i Kaçanik
اسكوب مع نواحى,Üsküb maa Nevahi
اسكوب مع نوكريچه,Üsküb maa Nogoriçe
اسكوبى,Üskübi
اسكوبي,Üskübi
اسكوتى,Üskütü
اسكودار,Üsküdar
اسكودر,Üsküdar
اسكى,Eski
اسكى ايل,Eskiil
اسكى ايل مع آقچه شهر و دربند خوطن,Eskiil maa Akçaşehir ve Derbend-i Hotamış (Derbend-i Hotan)
اسكى ايل مع قريش اوزى,Eskiil maa Kureyşözü
اسكى بوقه اطه لرى,Eskibuka Adaları
اسكى جمعه,Eskicuma
اسكى حصار,Eskihisar
اسكى حصارلق,Eskihisarlık
اسكى سوده,Eskisuda
اسكى شام,Eskişam
اسكى شهر,Eskişehir
اسكى شهر مع قرجه شهر,Eskişehir maa Karacaşehir
اسكى غرانبوسه,Eskigranbusa
اسكى قوچكرى,Eskikoçgiri
اسكى كلى,Eskikili
اسكى مكرى,Eskimekri
اسكى منداروس,Eskimendaros
اسكى مندروس,Eskimenderos
اسكى منده روس,Eskimenderos
اسكى موصل,Eskimusul
اسكى موصل مع حسن كيف,Eskimusul maa Hısn-ı Keyf
اسكى ناغوريچ,Eskinagoriç
اسكى پاره,Eskipara
اسكى پولوس,Eskipolos
اسكي ايل,Eskiil
اسكي موصل,Eskimusul
اسكيادس,İskiyados
اسكيادوس,İskiyados
اسكيحصار,Eskihisar
اسكيحصارلق,Eskihisarlık
اسكيروپولون,İskiropulon
اسكيشر مع اسكى ايل,Akçaşehir (Eskişer) maa Eskiil
اسكيشهر,Eskişehir
اسكيشهرمع قره جه شهر,Eskişehir maa Karacaşehir
اسكيفوس,Askifos
اسكيفى,İskifi
اسكينا,İskina
اسكينوس,İskinos
اسكچه,İskeçe
اسلاتنيك,Islatnik
اسلاطنه مع مويسلاوينه,Islatnik (İslatina) maa Movislavine
اسلاطنيك,Islatnik
اسلاملو,İslamlı
اسلانقمن,İslankamen
اسلاوشته,İslavişte
اسلاوقوفچه,Islavkofça
اسلميه,İslimye
اسله مز,Eslemez
اسليونه,İslivne
اسماعيل,İsmail
اسماعيليه,İsmailiye
اسمر,Esmer
اسمعيل,İsmail
اسموسقه,İsmoska
اسمولوك,İsmoluk
اسميلان,İsmilan
اسميلوه,İsmilova
اسنفجه,İsnefçe
اسوتى كوركه,İsvetigorge
اسوتى مقلوش,İsvetimikloş
اسوتى ولادساو,İsvetivladsav
اسوتي قتارينه,İsvetikatarine
اسوتي قيريش,İsvetikıriş
اسوتي كوركه,İsvetigorge
اسوتي مارتين,İsvetimartin
اسوتي ولادساو,İsvetivladsav
اسوكدار,Üsküdar
اسولنه,İsvilne
اسوچ ولايتي,İsveç Vilayeti
اسيا,Asya
اسياب,Asiyab
اسياى عثمانى,Asya-yı Osmani
اسُكُوب,Üsküb
اسْتيهَ,İstiye
اسپارته,Isparta
اسپارتى,Isparti
اسپارطه,Isparta
اسپاص,İspas
اسپالاترو اطه لرى,Ispalatro Adaları
اسپانوپول,İspanopol
اسپانيا,İspanya
اسپايرت,İspayrıt
اسپايرت مع خيزان,İspayrıt maa Hizan
اسپر,İspir
اسپرته,Isparta
اسپرلنقه,İspirlonka
اسپره چه,İspireçe
اسپرو,Aspiro
اسپروميسيا,Aspiro Misiya
اسپرونيزون,Aspronizon
اسپرونيس,Aspronis
اسپرونيسيا,Aspronisya
اسپلاترو,İspilatro
اسپلت,İsplit
اسپنزه,Aspinza
اسپورات,İsporat Adaları
اسپورات اطه لرى,İsporat Adaları
اسپورات شرقى اطه لرى,İsporat-ı Şarki Adaları
اسپوينانچه,İspoynaniçe
اسپير,İspir
اسپيه,Espiye
اشاغى,Aşağı
اشاغى اطمه,Aşağıatma
اشاغى بلاك,Aşağıbelen
اشاغى دندارلو,Aşağıdündarlı
اشاغى قلجلى,Aşağıkılıçlı
اشاغى كلر,Aşağıkeler
اشاغى كوى,Aşağıköy
اشباط,İşpat
اشبوزى مع پودغوريچه,İşpuzi maa Podgoriçe
اشتاغول,Aştagul
اشتاغول و مجيد اوزى,Aştagul ve Mecidözü
اشتاويچه,İştaviçe
اشتب,İştib
اشتر,İştir
اشتكين,İştikin
اشتى,Aşti
اشتي,Aşti
اشتيب,İştib
اشحان,İşhan
اشخان,İşhan
اشرف,Eşref
اشرفى اطه لرى,Eşrefi Adaları
اشغه بوجاق,Aşağıbucak
اشغى زغوريه,Aşağızagorye
اشقرل,İşkarel
اشقلر,Işıklar
اشقلعه,Aşkale
اشقلو مع كينلر,Işıklı maa Geyikler (Geyinler)
اشقودره,İşkodra
اشقودره مع قوايه,İşkodra maa Kavaya
اشك,Eşek
اشك اطه لرى,Eşek Adaları
اشكبولوز جزيره لرى,İşkoboloz Cezireleri
اشكرى,İşkeri
اشكلر,Eşekler!
اشكند,İşkinid
اشكيره,İşkire
اشمه,Eşme
اشمه كوره,Eşmegüre
اشمه مع اناى,Eşme maa İnay
اشمه مع سلندى و انار و سركه,Eşme maa Selendi ve Enar (İnay) ve Sirge
اشمونين,Aşmunin
اشمونين مع دلجا,Aşmunin maa Delca
اشن,Eşen
اشودى,Aşudi
اشيم,İşim
اشپات,İşpat
اشپاط,İşpat
اشپوزى,İşpuzi
اصفاقس,İsfaks
اصفقس مع كركنه,İsfaks maa Kerekene
اصفَقسْ مع كركنه,İsfaks maa Kerkene
اصلا حيه,Islahiye
اصلاحيه,Islahiye
اصمه,Asma
اصنو ايلى,Asnuili
اصوپوز,Asopoz
اصپرو سپتى,Aspirospiti
اصپروپوتام,Aspiropotam
اصپرپوتام,Aspiropotam
اضلادى,İzladi
اطاق,Atak
اطاله,Adala
اطاله مع منده حوريه,Adala maa Mendehorya
اطانه,Adana
اطراف شهر,Etraf-ı Şehir
اطراف شهري مدلّلى,Etraf-ı Şehr-i Midilli
اطرافشهر,Etraf-ı Şehir
اطرانوس,Atranos
اطرانوس مع ناحيۀ جبل جديد,Atranos maa Nahiye-i Cebel-i Cedid
اطرنوس,Atranos
اطرنوس / ادرنوس,Atranos
اطرنوس مع جبل جديد و عتيق,Atranos maa Cebel-i Cedid ve Atik
اطرنوس مع خرمنجق,Atranos maa Harmancık
اطرنوس مع خرمنجك,Atranos maa Harmancık
اطره نوس,Atranos
اطفهيه,Atfihiye
اطفيهيه,Atfihiye
اطله,Adala
اطمانلو,Atmanlı
اطملو,Atmalı
اطمه لو,Atmalı
اطنه,Adana
اطه,Ada
اطه بازارى,Adapazarı
اطه بازارى مع صبانجه,Adapazarı maa Sapanca (Sabanca)
اطه بورنكى,Adaburnuki (?)
اطه قلعه,Adakale
اطه قلعه سى,Adakalesi
اطه لر,Adalar
اطه هاء ملحقه,Adaha-i Mülhaka
اطه ويرن,Adaviran
اطه پازارى,Adapazarı
اطه پازارى مع صپانجه,Adapazarı maa Sapanca
اطۀ كبير,Ada-i Kebir
اعراز,Azaz
اعراز تركمن,Azaz-ı Türkmen
اعراز فلاح,Azaz-ı Fellah
اعزاز,Azaz
اعزاز و كليس,Azaz ve Kilis
اعظميه,Azamiye
اعلا,Ala
اعيوج,Uayvic
اغاتونيس,Ağatonis
اغاتونيسى,Ağatonis
اغاجرى,Ağaçeri
اغاجري,Ağaçeri
اغاجلى,Ağaçlı
اغادوه,Ağadeve
اغاكس,Ağakis
اغاكيس,Ağakis
اغاچ اغيل,Ağaçağıl
اغاچلى,Ağaçlı
اغجه,Ağca
اغجه بدي,Ağcabedi
اغجه قلعه,Ağcakale
اغجه لر,Ağcalar
اغرافه,Ağrafa
اغربوز,Ağrıboz
اغرجان,Ağrıcan
اغردس,Ağrıdos
اغردوس,Ağrıdos
اغرفه,Ağrafa
اغرلوسا,Ağralosa
اغروب,Ağrub
اغروس,Ağros
اغروس مع كچيبورلى,Ağros maa Keçiborlu
اغري,Ağrı
اغريبوز,Ağrıboz
اغريجان,Ağrıcan
اغريك,Ugarik
اغريلوس,Ağrilos
اغرييا,Ağriya
اغستوس,Ağustos
اغلاسون,Ağlasun
اغلاسون مع انجير بازارى,Ağlasun maa İncirpazarı
اغلاصون,Ağlasun
اغلسون,Ağlasun
اغلسون مع انجير بازرارى,Ağlasun maa İncirpazarı
اغلى,Ağlı
اغنصوص,Ağunsos
اغوانس,Ağvanis
اغوانيس,Ağvanis
اغوستوس,Ağustos
اغوللى,Ağullu
اغونصوص,Ağunsos
اغوه,Ağva
اغويران,Ağviran
اغين,Ağın
افاميه,Efamiye
افتانا اطه جقلرى,Eftana Adacıkları
افتخار,İftihar
افتنى,Efteni
افتني,Efteni
افرازفنارس,İfraz-ı Fenaris
افريقا,Afrika
افريقاى عثمانى,Afrika-yı Osmani
افسوس,Efsus
افشار,Afşar
افشار عشيرتى,Afşar Aşireti
افشار و بارله,Afşar ve Barla
افغان,Afgan
افكره,Efkere
افلاتار,Aflatar
افلاطار,Aflatar
افلاق,Eflak
افلاق بزرك,Eflak-ı Büzürk
افلاقان,Eflakan
افلاقان زوبچه,Eflakan-ı Zubçe
افلاقان موصتار,Eflakan-ı Mostar
افلاقان ولق ايلى,Eflakan-ı Vılkili
افلاقلر,Eflaklar
افلاك كوچك,Eflak-ı Küçük
افلانى,Eflani
افلانى بورلى,Eflani-i Borlu
افلانى طاطاى,Eflani-i Daday
افلَاقْ,Eflak
افيون قره حصارى,Afyonkarahisarı
اق اباد,Akabad
اق بولاق,Akbulak
اق جاى,Akçay
اق حصار دره سى,Akhisarderesi
اق حصار صاروخان,Akhisar-ı Saruhan
اق حصار كيوه,Akhisar-ı Geyve
اق دكز,Akdeniz
اق دكيز,Akdeniz
اق ساز,Aksaz
اق سكر,Aksenir
اق سكى,Akseki
اق سكي,Akseki
اق شهر,Akşehir
اق شهراباد,Akşehirabad
اق صچلي عشيرتي,Aksaçlı Aşireti
اق طاش,Aktaş
اق طاغ,Akdağ
اق قادينلر,Akkadınlar
اق قيا,Akkaya
اق كرمان,Akkirman
اق كرمن,Akkirman
اق كپرى,Akköprü
اق كچلو,Akkeçili
اق ليمان,Akliman
اق مسجد,Akmescid
اق ويران,Akviran
اق يازى,Akyazı
اق يازى مع خندق,Akyazı maa Hendek
اق يورك,Akyörük
اق يورك مع حاجى حمزه,Akyörük maa Hacıhamza
اقتار,Iktar
اقجه اباد,Akçaabad
اقجه حصار,Akçahisar
اقجه شهر ايدين,Akçaşehir-i Aydın
اقجه شهر بولى,Akçaşehir-i Bolu
اقجه طاغ,Akçadağ
اقجه قزانلق,Akçakızanlık
اقجه قلعه,Akçakale
اقجه مسجد,Akçamescid
اقحصار صاروخان,Akhisar-ı Saruhan
اقحصار كيوه,Akhisar-ı Geyve
اقرجه,Akarca
اقروطور,Akrotor
اقسراى,Aksaray
اقسراى مع ايوب ايلى,Aksaray maa Eyübili
اقسراي,Aksaray
اقسكى,Akseki
اقسكي,Akseki
اقشهر,Akşehir
اقشهر اباد,Akşehirabad
اقشهراباد,Akşehirabad
اقصاز,Aksaz
اقصالور,Aksalur
اقطاش,Aktaş
اقطاع ولايت طره پاي عرب,Ikta-ı vilayet-i Turabay-ı Arab
اقطاغ,Akdağ
اقكرمان,Akkirman
اقكرمن,Akkirman
اقكره,Akkere
اقكوى,Akköy
اقليم التفاح,İklimüttüffah
اقليم الدّاراني,İklimüddarani
اقليم الزبيب,İklimüzzebib
اقليم الزّبِيب,İklimüzzebib
اقليم بلان,İklim-i Bellan
اقليم بلاّن,İklim-i Bellan
اقليم تفاح,İklimüttüffah (İklim-i Tüffah)
اقليم خرنوب,İklim-i Harnub
اقليم سودان,İklim-i Sudan
اقليم شومر مع شقيف,Şumer (İklim-i Şumer) maa Şakif
اقمسجد,Akmescid
اقنجيان نيكبولى و سلستره,Akıncıyan-ı Niğbolu ve Silistre
اقوه,Akova
اقوه مع بهور,Akova maa Bihor
اقوه مع قمران,Akova maa Komaran
اقيازى,Akyazı
اقچار,Akçar
اقچان,Akçan
اقچاى,Akçay
اقچه,Akça
اقچه آباد,Akçaabad
اقچه اباد,Akçaabad
اقچه اباد مع پولادخانه,Akçaabad maa Poladhane
اقچه اباد مع پولاط[خا]نه,Akçaabad maa Polat[ha]ne
اقچه بيكلى,Akçabeyli
اقچه حصار,Akçahisar
اقچه شهر,Akçaşehir
اقچه شهر مع اسكي ايل,Akçaşehir maa Eskiil
اقچه طاغ,Akçadağ
اقچه قزانلق,Akçakızanlık
اقچه قلعه,Akçakale
اقچه كراز,Akçakiraz
اقچه كليسا,Akçakilise
اقچه كليسا مع قارلوه,Akçakilise maa Karlova
اكباز,Ekbaz
اكجك,Ekecik
اكدر,İğdir
اكدير,İğdir
اكدير مع قارديج,İğdir maa Kardiç
اكراد,Ekrad
اكراد لك,Ekrad-ı Lek
اكرادلك,Ekradlık
اكرتو,Ekretu (?)
اكرجلى,Eğercili
اكردر,Eğirdir
اكردير,Eğirdir
اكردير مع جزيرۀ نيس,Eğirdir maa Cezire-i Nis
اكرسك,Eğersek
اكرك,Ekrek
اكرنه,Ekrene
اكروار,Eğrivar
اكرى,Eğri
اكرى اوغلى,Eğrioğlu
اكرى بجاق,Eğribucak
اكرى بوجاق,Eğribucak
اكرى بوجق,Eğribucak
اكرى دره,Eğridere
اكرى طاغ,Eğridağ
اكرى كوز,Eğrigöz
اكرى كوز مع امد,Eğrigöz maa Emed
اكرى كوز مع قصبۀ امد,Eğrigöz maa Kasaba-i Emed
اكرى كوز و سماو,Eğrigöz ve Simav
اكرى پلانقه,Eğripalanka
اكري قپو,Eğrikapı
اكري و حطوان,Eğri ve Hatvan
اكريكوز,Eğrigöz
اكريلر,Eğriler
اكريوار,Eğrivar
اكسانوس,Eksanos
اكسرموره,İkseromora
اكل,Eğil
اكنجك,Ekincik
اكنه,Eğine
اكه جك,Ekecik
اكهازش بل,Eğihazeşbel
اكو,Aku
اكيردر,Eğirdir
اكيردير,Eğirdir
اكيل,Eğil
اكين,Eğin
اكين مع پشادى,Eğin maa Puşadı
اكينه,Eğine
الآجه حصار,Alacahisar
الآن,Alan
الا جام,Alaçam
الا جه خان,Alacahan
الا حتيان,Alahtiyan
الا ختيان,Alahtiyan
الا طاغ,Aladağ
الا كليسا,Alakilise
الا كوى,Alaköy
الا چام,Alaçam
الااغج,Alaağaç
الابنده,Alabanda
الاتا,Alata
الاتااطه سى,Alata
الاتو,Alato
الاجه,Alaca
الاجه حاجى,Alacahacı
الاجه حصار,Alacahisar
الاجه حصَار,Alacahisar
الاجه خان,Alacahan
الاجَه حصار,Alacahisar
الاحناس,Alahnas
الاحونيه,Alahonya
الاخونيه,Alahonya
الاديكاك,Aladinek
الاديكك,Aladinek
الاره,Alara
الازبرج,el-Uzeyric
الازبريج,el-Uzeyric
الازمرج,el-Uzeyric
الازيرج,el-Uzeyric
الازيريج,el-Uzeyric
الاش و قيى,Ulaş ve Kıyı
الاشهر,Alaşehir
الاصونيه,Alasonya
الاطه,Alata
الافو نيزى,Elafonizi
الافونيزى,Elafonizi
الاكوز,Alagöz
الامان,Alaman
الامان دكزى,Alaman Denizi
الان,Alan
الانسه,Alansa
الاپلى,Alaplı
الاچاطى,Alaçatı
الاچام,Alaçam
الاچطى,Alaçatı
الباق,Albak
البجه,Elebce
البدير,el-Budeyr
البستان,Elbistan
البستان مع افسوس,Elbistan maa Efsus
البصان,İlbasan
البق,Albak
البقيعه,el-Bukaya
البوثر,el-Buser
البوع,el-Bu
الت كندى,Altkendi
التون اوزى,Altınözü
التون ايلى,Altınili
التون ايلى مع ياقوه,Altınili maa Yakova
التون طاش,Altıntaş
التون قلعه,Altınkale
التون قلعه مع اُوسْتَقَه,Altınkale maa Osha (Osteka)
التون كوپرى,Altınköprü
التى كسه ك,Altıkesek
الجارم,el-Carim
الجريف,el-Cerif
الجقلر,Alçaklar
الجنينا,el-Cüneyna
الجى,Alcı
الحله,el-Hille
الحوار,el-Havar
الحوار و دوحة,el-Havar ve Davha
الدريكيش,ed-Duraykiş
الرياض,er-Riyad
السو ااندريك,Also Endrik
الشبوك,eş-Şubuk
الشكرد,Eleşkird
الضهاير,ez-Zahayir
الظفير,Ez-Zafir
العبشيره,el-Abşire
العرض,el-Araz
العماير,el-Amayir
العين,el-Ayn
الغشا,el-Gaşa
الغون و اسحاقلو,Ilgın (Ilgun) ve İshaklı
الغين,Ilgın
الفتار,Eleftar
الفزايه,el-Fezaye
الفزيه,el-Fezaye
الفيحا,el-Feyha
الفيحاء,el-Feyha
الفين,Elfin
القائره,el-Kaid (el-Kaira)
القاعد,el-Kaid
القرايين,el-Kurayin
القصر ام الامير,el-Kasru Ümmilemir
القصر شمير,el-Kasru Şemir
الكريملو خاس,Elkerimlühas
الكساندرو,Aleksandro
الكى,İleki
الماجق,Elmacık
الماش,Almaş
المالو,Elmalı
المالو و پير عزيز,Elmalı ve Piraziz
المالى,Elmalı
المالى دره,Elmalıdere
المالي,Elmalı
المبوس,Olimpos
المدين,Elmedin
المناظ,el-Minaz
المه لو,Elmalı
الموص,Almus
الناحشا,en-Nahşa
النجه,Alınca
النحوه,en-Nahve
الند,Aland
النفارى,en-Nefari
النه,Elene
اله شهر,Alaşehir
اله چام,Alaçam
الواحات,el-Vahat
الوان چلبى,Elvançelebi
الوانلو,Elvanlı
الوانلى,Elvanlı
الوانلى و قالكلو,Elvanlı ve Kalınlı
الوجارا و ثووزى,Alucra (Alucara) ve Süvizi
الوجارا و قواتا و كواسه,Alucra (Alucara) ve Kovata ve Kevasa
الوجره,Alucra
الوجلى,Aluçlu
الوجه,el-Vech
الوسس,Eloses
الوسيم,el-Vesim
الوكوئ اسكيلب,Uluköy-i İskilib
الويۀ ثلثه,Elviye-i Selase
الى اشتر,Elieşter
الياس بيك,İlyasbey
الياطلو,İlyatlu (?)
الياكى,İlyaki
اليجق,Alıcık
اليجۀ برغمه,Ilıca-i Bergama
اليجۀ كوستنديل,Ilıca-i Köstendil
اليزا,Eliza
اليصره,İlisıra
اليكان,Alikan
اليكه,Elige
اليمرتاريا,Alimertarya
اليميا,Alimiya
اليميه اطه سى,İlimye
الپاغود,Alpagud
الپاوت,Alpavut
الپوللى,Alpullu
الچاقلر,Alçaklar
ام ادريس,Ümm-i İdris
ام البعرور,Ümmülbarur
ام الحشب,Ümmülhaşeb
ام الحطب,Ümmülhatab
ام الحمايل,Ümmülhamayil
ام الذيبان,Ümmüzziban
ام الرماح,Ümmürrimah
ام الزعول,Ümmüzzaul
ام الطرحان,Ümmüttarhan
ام القروش,Ümmülkuruş
ام الكره,Ümmülküre
ام الكريب,Ümmülkerib
ام المرادم,Ümmülmeradim
ام المراديم,Ümmülmeradim
ام النخيلة,Ümm-i Nahile
