osmanlica,transkripsiyon
اماسيه ايدين,Amasya-i Aydın
اماسيه,Amasya-i Aydın/Amasya
آماسيه,Amasya-i Aydın/Amasya
آمبلوزو,Ambelozo
آمبلوزو,Ambelozo/Ambelovo
امريقا,Amerika
امريقاى جنوبى,Amerika-yı Cenubi
امريقاى شمالى,Amerika-yı Şimali
آمد,Amid
امد,Amid
دياربكرمع نواحئ شرق و غرب,Amid/Diyarbekir maa Nevahi-i Şark ve Garb
قره امد,Amid/Karaamid
قره حميد,Amid/Karahamid
نواحى مع  ديار بكر,Amid/Nevahi maa Diyarbekir
عمق,Amik
آنطاكيه,Amik/Antakya
عميق اباد,Amikabad
عميكى,Amiki
عمقى,Amiki
عمكى,Amiki
عم ليله,Amm-i Leyle
عمان,Amman
عمه,Amme
آمناتو,Amnato
امورغو پولو,Amorgopulo
اندرو,Amorgopulo/Anidro
آندرو,Amorgopulo/Anidro
كوچك اوموغوس,Amorgopulo/Küçükomogos
كوچك اوموغوسْ,Amorgopulo/Küçükomogos
آمورغوس,Amorgos
امورغوس,Amorgos
امورغو,Amorgos/Amorgo
آمورغو,Amorgos/Amorgo
آمورغواطه سى,Amorgos/Amorgo
آمورغوز,Amorgos/Amorgoz
امورقوز,Amorgos/Amorkoz
اومورغوس,Amorgos/Omorgos
اومورغوز,Amorgos/Omorgoz
يامورغو,Amorgos/Yamorgo
يامرغى,Amorgos/Yamurgı
آموس,Amos
امراكى,Amraki
عمران,Amran
عمران مع عيال بني يزيد,Amran maa Iyal-i Beni Yezid
عمران قلعه سى,Amran/Amrankalesi
عاموده,Amuda
اموك,Amuk
آمورا,Amura
آموطقه,Amutka
سكه ديك,Amutka/Segedik
اميون,Amyon
عنه,Ana
عنا,Ana
عانه,Ana
عنا وهيت,Ana ve Hit
انابولى,Anabolu
نؤپليا,Anabolu/Neupliya
اناطولي,Anadolu
اناطُولي,Anadolu
انَاطُولى,Anadolu
اناطولى,Anadolu
آنافى,Anafi
انافى,Anafi
انفيه,Anafi/Anafiye
انافيه,Anafi/Anafiye
انماس,Anamas
اناموس,Anamas/Anamos
انموس,Anamas/Anamos
انامور,Anamur
آنامور,Anamur
آنامور,Anamur
انامور مع ناحيۀ زينه,Anamur maa Nahiye-i Zeyne
نفس آنامور,Anamur merkez
انامور,Anamur/Mamuriye
آنامور,Anamur/Mamuriye
نامور,Anamur/Namur
انانيس,Ananis
آنانس,Ananis
انانى اطه لرى,Ananis/Anani Adaları
عنانور,Ananur
اناپا,Anapa
آنا پوديارى,Anapodyari
اناوارين,Anavarin
اناوارين,Anavarin
اناوارين عتيق,Anavarin-i Atik
اناوارين عتيق وجديد,Anavarin-i Atik ve Cedid
اناوارين جديد بيرون,Anavarin-i Cedid-i Birun
اناوارغه,Anavarin/Anavarga
اناورزه,Anavarza
اناى پازارى,Anaypazarı
اناى پازار,Anaypazarı/Anaypazar
انبارجى,Anbarcı
آنبلاكى,Anbelaki
اندال,Andal
انداليقوز/اندليقوس,Andalikoz/Andalikos
اندرين,Andırın
آندرين,Andırın
اندرن,Andırın
اندرون و جامستل و يكيجه قلعه,Andırın (Enderun) ve Camustil ve Yenicekale
اندورن,Andırın/Andurın
اندرون,Andırın/Enderun
اَنْدَرون,Andırın/Enderun
اندو ماخيه,Andomahya
اندوماهيه,Andomahya
اندماهيه,Andomahya
انده ماهى,Andomahya/Andemahi
اندى ماهى,Andomahya/Andimahi
قلعۀ انده ماهيه,Andomahya/Kale-i Andamahya
اندره,Andre
اَندره,Andre
اَنْدرَه,Andre
انديره,Andre/Andire
آنديره,Andre/Andire
آنديروس,Andre/Andiros
آندروس,Andre/Andros
اندروس,Andre/Andros
اندروز,Andre/Androz
آندره آص,Andreas
اياآندره آسى,Andreas/Ayaandraasi
اياآندره آسى,Andreas/Ayaandreasi
آندريا,Andreya
اندروسه,Andrusa
اندوروس,Andrusa/Andoros
اندوغى,Anduğu
اندوغى و شجاع الدين,Anduğu ve Ulukışla (Şücaeddin)
اندوغى,Anduğu/Ortakaya
آندوغى,Anduğu/Ortakaya
اورته كوى,Anduğu/Ortaköy
اندوغى,Anduğu/Ortaköy
اندوغى,Anduğu/Ortaköy (Ortakarye)
عنك,Anek
عنزه,Aneze
انكلى قاصرى,Angelikasrı
انكلى قصرى,Angelikasrı
انكلى قاصرى,Angelikasrı
انكلى,Angelikasrı/Angeli
انكلى,Angelikasrı/Angeli
اركلى قصرى,Angelikasrı/Ereğlikasrı
آنكه لو,Angelo
انكيسترى,Angistri
آنغسترى,Angistri
انكستره,Angistri/Angistre
انژسترى,Angistri/Anjistri
اينه,Angistri/İne
اينه اطه,Angistri/İneada
آنيدروس,Anidros
انادرو,Anidros/Anadro
انادرواطه جغى,Anidros/Anadro Adacığı
انزوبوفا,Anidros/Anzobofa
انزوپوفاس,Anidros/Anzopofas
آنس,Anis
آنس,Anis
عنس,Anis
انس,Anis
نفس آنس,Anis merkez
انيه,Aniye
عنق,Ank
عنيق,Ank/Anik
عتيق,Ank/Atik
انقره,Ankara
آنقره,Ankara
آنقره,Ankara
انقره,Ankara
انقره مع نواحى,Ankara maa Nevahi
انقره مع يوزده جيان قوچحصار,Ankara maa Yüzdeciyan-ı Koçhisar
نفس انقره,Ankara merkez
انقره و قصبه,Ankara ve Kasaba
انقريه,Ankara/Ankarya
انكورى,Ankara/Engürü
آنويا,Anoya
انطاخ,Antah
انطاكيه,Antakya
آنطاكيه,Antakya
آنطاقيه,Antakya
انطاكيه مع ناحيۀ شغور,Antakya maa Nahiye-i Şugur
آنطاليه,Antalya
انطاليه,Antalya
عنطاليه,Antalya
آنطاليه,Antalya
كمر,Antalya Kemer/Kemer
انطاليه مع استانوس,Antalya maa Nahiye-i İstanos (İstanoz)
انطاليه مع ناحيۀ استانوز,Antalya maa Nahiye-i İstanoz
انطاليه مع ناحيۀ استانوز,Antalya maa Nahiye-i İstanoz
نفس آنطاليه,Antalya merkez
نفس انطاليه,Antalya merkez
اداليه,Antalya/Adalya
علائيه,Antalya/Alaiye
انتى ايپصاره,Antiıpsara
آنتى اپصاره,Antiıpsara
اندبصاره,Antiıpsara/Andibsara
آند پصاره,Antiıpsara/Andipsara
اند يپصاره,Antiıpsara/Andipsara
آنتى پسارا,Antiıpsara/Antipsara
ثي پارا,Antiıpsara/Sipara
آنتيل اطه لرى,Antil Adaları
آنتى لبنان,Antilübnan/Cebel-i Şarki
آنتى تيلو,Antitilo
آسقينونيسو,Antitilo/Askinoniso
اسكينونيسو,Antitilo/Askinoniso
تيلوس,Antitilo/Tilos
يالى,Antitilo/Yalı
آنتعفوس,Antufus
آنتورا,Antura
عينة ورا,Antura/Aynevera
انيوار,Anyavar
اينوار,Anyavar
قلعۀ انيوار,Anyavar/Kale-i Anyavar
آنزغير,Anzağır
عن ظهر,Anzağır/Anzahır
انزاو,Anzav
آپيرى,Apiri
آپودولو,Apodolu
آپوذولو,Apodolu/Apozolu
اپوقرون,Apokoron
اپوقورون,Apokoron
اپقرون,Apokoron
آپقرون,Apokoron
آبُقُرون,Apokoron
اپقرون,Apokoron
آبقرون,Apokoron
آبوقرون,Apokoron/Abokoron
ابقرون,Apokoron/Abokoron
آبقرون,Apokoron/Abokoron
جزيرۀ اپقرون,Apokoron/Cezire-i Apokoron
قلعۀ اپوقرون,Apokoron/Kale-i Apokoron
قستل اپوقرون,Apokoron/Kastel-i Apokoron
اپوقرى,Apokri
اپاقورى,Apokri/Apakoru
اپوقورى,Apokri/Apokoru
اپوليوند,Apolyond
آپوستولى,Apostoli
اپاستول,Apostoli/Apastol
سنت اپوستولا,Apostoli/Sent Apostola
آپتره,Aptera
عره,Ara
عرب,Arab
عرب,Arab/Aleusa/Alessan
قزل آده,Arab/Kızılada
عربان,Araban
ارباط,Arabat
رباط,Arabat/Ribat
عربكير,Arabgir
عربكر,Arabgir
عربگير,Arabgir
عربى,Arabi
عربستان,Arabistan
عرب كندى,Arabkendi
عرابلر,Arablar
عربلر,Arablar
افيسيا,Arablar/Afisiya
فيسا,Arablar/Fisa
عربسون,Arabsun
عربسون,Arabsun/Gülşehir
عربسون,Arabsun/Gülşehri
آراج,Araç
آراج,Araç
اراج,Araç
اراچ,Araç
آراج اكدير,Araç İğdir
اكدير,Araç İğdir/İğdir
ايكدير,Araç İğdir/İğdir
عرد,Arad
اراد,Arad
آراد,Arad
عرفات,Arafat
اراليجق,Aralıcak
اره ليجق,Aralıcak
اراليق,Aralık
اره ليق,Aralık
آرالق,Aralık
ارالق و اجوزى و بوزلان و قراقورقان وغره (؟),Aralık ve Acuzi ve Bozlan (?) ve Karakurkan ve Gara (?)
آرانئ مزبور,Arani-i Ahıstabad/Arani-i mezbur
ارآنئ جله برد,Arani-i Çelaberd
ارآنيء ديزآق,Arani-i Dizak
ارانئ كنجه,Arani-i Gence
ارآنيء انجه,Arani-i İnce
ارانئ كورك بصان,Arani-i Kürekbasan
ارانئ كورك,Arani-i Kürekbasan/Arani-i Kürek
ارآنئ نهر حسن,Arani-i Nehr-i Hasan
ارآنئ شمكور,Arani-i Şemkür
ارانيء زكم,Arani-i Zegem
آراس,Aras
ارسبار,Arasbar
ارسبآر,Arasbar
اروانص,Aravans
اراوانص,Aravans
آربه,Arba
عرجه,Arca
ارجه,Arca
آرجيش,Arciş
ارجار,Arçar
ارده باشى,Ardabaşı
اردهان بزرك,Ardahan-ı Büzürk
آردهان,Ardahan-ı Büzürk/Ardahan
اردهان,Ardahan-ı Büzürk/Ardahan
اردهان كوچك,Ardahan-ı Küçük
اردهان كُوجَكْ,Ardahan-ı Küçük/Ardahan-ı Küçek
كوله اردهان,Ardahan-ı Küçük/Göle-i Ardahan
كولۀ اردهان,Ardahan-ı Küçük/Göle-i Ardahan
كوچك اردهان,Ardahan-ı Küçük/Küçükardahan
اردان,Ardan
آروان,Ardan/Arvan
آردانوچ,Ardanuç
آردنوچ,Ardanuç
اَرْدنوچ,Ardanuç
اردنوچ,Ardanuç
اردنوج,Ardanuç
اردنوج,Ardanuç/Ardanuc
آرده شن,Ardeşen
ارده شن,Ardeşen
آردشان,Ardeşen
آرده شين,Ardeşen/Ardeşin
آردوس,Ardos
اردوس,Ardos
آردوشين,Arduşin
آردوشن,Arduşin
عرفوش,Arfuş
ارغلاستى,Argalasti
آرغيد خانى,Argıdhanı
ارغيد خانى,Argıdhanı
آرغد خانى,Argıdhanı
ارغت خان,Argıdhanı/Argıthan
ارغن,Argın
ارغين,Argın
اركيرى قصرى,Argirikasrı
ارگرى قصرى,Argirikasrı
اركرى قصرى,Argirikasrı
آرگرى مع دلوينه,Argirikasrı (Argiri) maa Delvine
اريورى قصرى,Argirikasrı (Aryurikasrı)/Zenebiş
نفس اركرى,Argirikasrı merkez/Argiri merkez
اركرى,Argirikasrı/Argiri
ارگرى,Argirikasrı/Argiri
اركيرى,Argirikasrı/Argiri
اركيرو قصرى,Argirikasrı/Argirokasrı
اركرى,Argirikasrı/Argirokastro
اكرى كسرى,Argirikasrı/Eğrikesri
اركلى قصرى,Argirikasrı/Ereğlikasrı
آركيرو,Argiro
ارغابرو اطه لرى,Argiro Adalar/Argabro Adaları
آرجيرو اطه لرى,Argiro Adaları/Arciro Adaları
ارزيرو,Argiro/Arziro
اوزيرو,Argiro/Oziro
اركيروپولي,Argiropoli
آركيرپولى,Argiropoli
ارغو,Argo
ارغوما,Argoma
ارغوست,Argust
آرگوش,Arguş
ارغوان,Arguvan
ارغوان,Arguvan
ارغاوون,Arguvan/Argavun
طاهر,Arguvan/Tahir
ارحانكلوس,Arhangelos
ارحانجل,Arhangelos/Arhancel
ارحنچل,Arhangelos/Arhançel
ارحانكيلوس,Arhangelos/Arhangilos
آرخانس,Arhanis
ارخوى,Arhavi
آرخوى,Arhavi
ارخاوى,Arhavi
ارحوى,Arhavi
ارخوه مع ويچه,Arhavi (Arhova) maa Viçe
ارخوه مع ويجه,Arhavi (Arhova) maa Viçe
ارحوه,Arhavi (Arhova)/Laz
آرحوى مع ويچه,Arhavi maa Viçe
لاز و اتنه,Arhavi ve Atina/Laz ve Atina
ارخوه,Arhavi/Arhova
ارحوه,Arhavi/Arhova
لاز,Arhavi/Laz
اورهوه,Arhavi/Orhova
ارخوس,Arhos
ارحوس,Arhos
ارغوس,Arhos/Argos
ارخوز,Arhos/Arhoz
واروش قصبۀ ارخوس,Arhos/Varoş-ı Kasaba-i Arhos
اريقلى,Arıklı
اريم,Arım
آريم,Arım
آرم,Arım
ارم و اوكسه و ايواجق,Arım ve Ökse ve Ayvacık
اريم كرچلو,Arım-ı Kireçli
آريم  كرچلو,Arım-ı Kireçli
اريم  يراشلو,Arım-ı Yaraşlı
اريدوس,Aridos
اريسترى,Aristiri
عريش,Ariş
العريش,Ariş/el-Ariş
عرقا,Arka
ارقاديه,Arkadya
ارقاكى,Arkaki
آركياكى,Arkaki/Arkiyaki
ميرانغو,Arkaki/Mirango
آرقاكى,Arkaki/Repi
ارقالوخوريو,Arkalohoryo
ارقالوخورو,Arkalohoryo/Arkalohoro
آرقصه,Arkasa
آركى,Arki
ارقى,Arki
اركى,Arki
اركى طاقم اطه لرى,Arki Takımadaları
ناقرى,Arki/Nakri
ارقونيزى,Arkonizi
آركى,Arkonizi/Arki
ارقنيزه,Arkonizi/Arkonize
آرقونيزيا,Arkonizi/Arkoniziya
عرقوب,Arkub
عرقوب اعلا,Arkub-ı Ala
عرقوب جنوبى,Arkub-ı Cenubi
عرقوب فوقانى,Arkub-ı Fevkani
عرقوب فوقانى و تحتانى,Arkub-ı Fevkani ve Tahtani
عرقوب شمالى,Arkub-ı Şimali
عرقوب تحتانى,Arkub-ı Tahtani
آرقودى,Arkudi
ارقودى,Arkudi
ايو,Arkudi/Ayu
ارمناز,Armanaz
ارمينا,Armanaz/Armina
ارميناز,Armanaz/Arminaz
ارماتيا,Armatiya
ارمتيا,Armatiya
قاشوط اطه جقلرى,Armatiya Adacıkları/Kaşot Adacıkları
اريمنا,Armatiya/Arimina
ارمينا,Armatiya/Arimina
آرماديه,Armatiya/Armadiya
ارماديا,Armatiya/Armadiya
آرمه ثيا,Armatiya/Armasiya
آرماثيا,Armatiya/Armasiya
آرماتهيا,Armatiya/Armathiya
ارموى,Armavi
آرمنوس,Armenos
ارميه,Armiye
آرميه,Armiye
آرميه مع قوقوش,Armiye maa Kokoş
ارميه مع قوقوش,Armiye maa Kokoş
ارميه مع فوقوس,Armiye maa Kokoş (Kokos)
ارميه مع قوقوس,Armiye maa Kokoş (Kokos)
ارميه و ولستين و غلوس,Armiye ve Velestin ve Golos
ايرميه,Armiye/İrmiye
آرمودان,Armudan
آرمودن,Armudan
ارمودان,Armudan
ارمودايلى,Armudili
آرمودايلى,Armudili
امود ايلى,Armudili/Amudili
ارمودلى,Armudili/Armudlu
امرود ايلى,Armudili/Emrudili
كمش,Armudili/Gümüş
ارمودلى,Armudlu
آرمودلى,Armudlu
ارمودلو,Armudlu
آرموره,Armura
عرناس,Arnas
ارناود,Arnavud
ارنودان,Arnavudan
ارنود ايلى,Arnavudili
ارانيد ايلى,Arnavudili/Aranidili
اروانيد,Arnavudili/Arvanid
ارناودلق,Arnavudluk
آرناووتى,Arnavuti
عرنون,Arnun
ارپالي,Arpalı
ارپه لو,Arpalı
ارپاز,Arpaz
آرپاز,Arpaz
ارباز,Arpaz
اوباد مع اماسيه,Arpaz maa Amasya-i Aydın/Obad maa Amasya
آرسيدا,Arsida
آرجيتى,Arsida/Arciti
ارسلان,Arslan
ارسلان اپا,Arslanapa
ارسوز,Arsuz
آرسوس,Arsuz/Arsus
ارسوس,Arsuz/Arsus
ارسوس ايلى,Arsuz/Arsusili
آرشيپل اطه لرى,Arşipel Adaları
ارتق آباد,Artukabad
ارتوق اباد,Artukabad
ارتق اباد,Artukabad
ارتوق آباد,Artukabad
آرتق آباد مع گيرون و قنغال,Artukabad maa Gürün (Girün) ve Kangal
ارتق اباد و مشهد اباد مع سلس ازوى,Artukabad ve Meşhedabad maa Silisözü
آرتووه,Artukabad/Artova
چفتلك,Artukabad/Çiftlik
ارتوشى,Artuşi
ارتوش,Artuşi/Artuş
ارود,Arud
عروه,Arva
ارواد,Arvad
ارواد,Arvad
عورت,Arvad/Avrat
جزيره,Arvad/Cezire
جزيرۀ آرواد,Arvad/Cezire-i Arvad
جزيرۀ ارواد,Arvad/Cezire-i Arvad
اروالو و كوبيان,Arvalı ve Kübyan
اروالو,Arvalı/ İncirpazarı (İncir)
اروانق,Arvanak
اروانق,Arvanak/Güney
آرزوشخو,Arzuşhav
عسعس,Asas
عسس,Asas/Ases
اصحاب الكهف,Ashab-ı Kehf/Ashabülkehf
آصى,Asi
عاصى,Asi
عسير,Asir
عسير,Asir/Abha
استانه,Asitane
اسياب,Asiyab
عسقلان,Askalan
اسقانيا,Askaniya
كوجك خريستيان,Askaniya/Küçükhristiyan
عسكر,Asker
اسكيفوس,Askifos
اصمه,Asma
اصنو ايلى,Asnuili
اصوپوز,Asopoz
اسپنزه,Aspinza
اسبنجه,Aspinza/Asbince
اسبنزه,Aspinza/Asbinza
اسپنازه,Aspinza/Aspinaza
استيزه,Aspinza/Astize
اسپرو,Aspiro
اسپروميسيا,Aspiro Misiya
آستپيزو,Aspiro/Astipizo
اصپروپوتام,Aspiropotam
اصپرپوتام,Aspiropotam
اصپره پوتام,Aspiropotam/Aspirapotam
اصپره پوتان,Aspiropotam/Aspirapotan
اصپره پوتام,Aspiropotam/Aspirepotam
آسپروپو,Aspiropotam/Aspiropo
اَسپِرُوپُوتَامُو,Aspiropotam/Aspiropotamo
اسپروپوتامو,Aspiropotam/Aspiropotamo
اصپيروپوتان,Aspiropotam/Aspiropotan
اسپورپوطام,Aspiropotam/Aspuropotam
اصپرو سپتى,Aspirospiti
اسپرونيس,Aspronis
يلانيجه,Aspronis/Yılanice
اسبرونيسيا,Aspronisya
اسپرونيسيا,Aspronisya
آسپرا اطه جقلرى,Aspronisya/Aspra Adacıkları
اسپرانيزى,Aspronisya/Aspranizi
آسپرانيزى,Aspronisya/Aspranizi
اسپرونيزون,Aspronizon
آسپرو,Aspronizon/Aspro
آسپرواطه جغى,Aspronizon/Aspro Adacığı
ساواته,Aspronizon/Savata
سرپه,Aspronizon/Sirpe
استاكيدا,Astakida
استاكيده,Astakida
استاكيد,Astakida/Astakid
استاكيه,Astakida/Astakiye
استاسدا,Astakida/Astasida
استاس ايده,Astakida/Astasida
استاسيديه,Astakida/Astasidye
قامينيا,Astakida/Kaminiya
ستاقيده,Astakida/Stakida
آصوان,Asvan
اسيا,Asya
اسياى عثمانى,Asya-yı Osmani
اشاغى,Aşağı
اشاغى اطمه,Aşağıatma
اشاغى بلاك,Aşağıbelen
اشاغى,Aşağıbelen/Aşağı
اشغه بوجاق,Aşağıbucak
اشاغى دندارلو,Aşağıdündarlı
اشاغى ديندارلو,Aşağıdündarlı/Aşağıdindarlı
آشاغى دِينْدَارْلو,Aşağıdündarlı/Aşağıdindarlı
آشاغى ديندارلو,Aşağıdündarlı/Aşağıdindarlı
اشاغى  ديندارلو,Aşağıdündarlı/Aşağıdindarlı
اشاغى دندار,Aşağıdündarlı/Aşağıdündar
اشاغه غيربلان,Aşağıgırbelan/Aşağagırbelan
آشغا غربلان,Aşağıgırbelan/Aşağagırbelan
اشاغه ايل,Aşağıil/Aşağail
اشغه ايل,Aşağıil/Aşağail
اشغه ايل كماح,Aşağıil/Aşağail-i Kemah
اشاغى كلر,Aşağıkeler
اشاغى قلجلى,Aşağıkılıçlı
اشغى زغوريه,Aşağızagorye
عشاير مع  محمودى,Aşair maa Mahmudi
عشائرسبعه,Aşair-i Seba
عشائر سبعه,Aşair-i Seba
عشائر عربان,Aşair-i Urban
عشاير مسكون جبل امير و چفتلكات چفته لر و موصليجه و بوز اولوس,Aşayir-i Meskun-ı Cebel-i Emir ve Çiftlikat-ı Çifteler ve Musluca ve Bozulus
عشاير الوس,Aşayir-i Ulus
عشيرت و اولوس,Aşayir-i Ulus/Aşiret ve Ulus
عشيق,Aşık
عاشق,Aşık
آشيد,Aşid
آشيت,Aşid/Aşit
آش قلعه,Aşkale
اشقلعه,Aşkale
اَشْمُون,Aşmun
آشْمُون,Aşmun
اشمونين,Aşmunin
اشمونين مع دلجا,Aşmunin maa Delca
عشار,Aşşar
اشتاغول,Aştagul
اشتاغول و مجيد اوزى,Aştagul ve Mecidözü
اشتاقول,Aştagul/Aştakul
آشتى,Aşti
آشودى,Aşudi
اشودى,Aşudi
اشودلو,Aşudi/Aşudlu
آت,At
عتبات,Atabat
عود,Atabat/Avd
عتبات,Atabat/Cebel-i Murays
جبل مريس,Atabat/Cebel-i Murays
مريس,Atabat/Murays
اتابك,Atabey
اتاق,Atak
اطاق,Atak
اتاقا,Atak
اَتاق,Atak
اَتَاقْ,Atak
عطاق,Atak
آتالانته,Atalanta
اتالانتى,Atalanti
آتالانتى,Atalanti
طلانته,Atalanti/Talanta
طلانتى اطه لرى,Atalanti/Talanti Adaları
آتجه,Atça
آتچه,Atça
اتجه,Atça
اتجه,Atça/Atca
آت چكن,Atçeken
اسبكشان,Atçeken/Esbkeşan
اسب كشان,Atçeken/Esbkeşan
اطفهيه,Atfihiye
اطفيهيه,Atfihiye
استوحه,Atfihiye/Astuha
اطفيه مع توابع,Atfihiye/Atfih maa Tevabi
اِطْفِيهِيّه,Atfihiye/İtfihiye
اِطفِيهيه,Atfihiye/İtfihiye
اِطفِيهيه مع توابع,Atfihiye/İtfihiye maa Tevabi
آتيكان,Atikan
اتيكان,Atikan
اتين,Atin
اتن,Atin
آتنه,Atina
اتنه,Atina
آتينه,Atina
اتنه كيفسه و اتنه ماصويه,Atina Kifse ve Atina Hasiye (Masuye)
اينه,Atina/İne
آطمه لو,Atmalı
اطمه لو,Atmalı
اطملو,Atmalı
آصمه لو,Atmalı/Asmalı
بوز اغا اطملوسى,Atmalı/Bozağaatmalusu
اطمانلو,Atmanlı
آتوقو,Atoko
اتوقو,Atoko
آتاقو,Atoko/Atako
اتوقوس,Atoko/Atokos
اوتاقو,Atoko/Otako
اطرانوس,Atranos
اطرنوس,Atranos
اطره نوس,Atranos
اطرنوس / ادرنوس,Atranos
اطرنوس مع جبل جديد و عتيق,Atranos maa Cebel-i Cedid ve Atik
جبل جديد مع  اطرنوس,Atranos maa Cebel-i Cedid/Cebel-i Cedid maa Atranos
